disasterNumber,state,declaredCountyArea,placeCode
455,PR,Guayanilla (Municipio),99059.0
455,PR,Juana Diaz (Municipio),99075.0
455,PR,Maunabo (Municipio),99095.0
455,PR,Vega Alta (Municipio),99143.0
458,AL,Shelby (County),99117.0
459,TN,Humphreys (County),99085.0
455,PR,Lares (Municipio),99081.0
455,PR,San Lorenzo (Municipio),99129.0
458,AL,Lee (County),99081.0
459,TN,Hardeman (County),99069.0
455,PR,Morovis (Municipio),99101.0
458,AL,Bullock (County),99011.0
459,TN,Chester (County),99023.0
455,PR,Patillas (Municipio),99109.0
455,PR,Yauco (Municipio),99153.0
458,AL,Wilcox (County),99131.0
459,TN,Macon (County),99111.0
455,PR,Penuelas (Municipio),99111.0
458,AL,Cullman (County),99043.0
459,TN,DeKalb (County),99041.0
455,PR,Salinas (Municipio),99123.0
458,AL,Jefferson (County),99073.0
459,TN,Giles (County),99055.0
455,PR,Manati (Municipio),99091.0
455,PR,Toa Baja (Municipio),99137.0
458,AL,Montgomery (County),99101.0
459,TN,Hickman (County),99081.0
458,AL,Choctaw (County),99023.0
459,TN,Clay (County),99027.0
455,PR,Utuado (Municipio),99141.0
458,AL,Pike (County),99109.0
459,TN,Houston (County),99083.0
455,PR,Naranjito (Municipio),99105.0
455,PR,Villalba (Municipio),99149.0
458,AL,Walker (County),99127.0
459,TN,Lauderdale (County),99097.0
458,AL,Dale (County),99045.0
459,TN,Decatur (County),99039.0
458,AL,Crenshaw (County),99041.0
459,TN,Davidson (County),99037.0
455,PR,Jayuya (Municipio),99073.0
455,PR,Sabana Grande (Municipio),99121.0
458,AL,Geneva (County),99061.0
459,TN,Gibson (County),99053.0
456,MS,Lincoln (County),99085.0
458,AL,Winston (County),99133.0
459,TN,Madison (County),99113.0
458,AL,Barbour (County),99005.0
459,TN,Cheatham (County),99021.0
455,PR,Guanica (Municipio),99055.0
455,PR,Orocovis (Municipio),99107.0
458,AL,Coffee (County),99031.0
459,TN,Cumberland (County),99035.0
455,PR,Vega Baja (Municipio),99145.0
458,AL,St. Clair (County),99115.0
459,TN,Jackson (County),99087.0
455,PR,Yabucoa (Municipio),99151.0
458,AL,Washington (County),99129.0
459,TN,Lewis (County),99101.0
455,PR,Maricao (Municipio),99093.0
457,TX,Nacogdoches (County),99347.0
459,TN,Carroll (County),99017.0
455,PR,San Sebastian (Municipio),99131.0
458,AL,Lowndes (County),99085.0
459,TN,Henderson (County),99077.0
455,PR,Rio Grande (Municipio),99119.0
458,AL,Dallas (County),99047.0
459,TN,Dyer (County),99045.0
455,PR,Toa Alta (Municipio),99135.0
458,AL,Macon (County),99087.0
459,TN,Henry (County),99079.0
456,MS,Pike (County),99113.0
459,TN,Cannon (County),99015.0
459,TN,Maury (County),99119.0
458,AL,Cleburne (County),99029.0
459,TN,Coffee (County),99031.0
455,PR,Vieques (Municipio),99147.0
458,AL,Tuscaloosa (County),99125.0
459,TN,Lake (County),99095.0
459,TN,Perry (County),99135.0
460,GA,Fulton (County),99121.0
459,TN,Trousdale (County),99169.0
459,TN,Wayne (County),99181.0
459,TN,Scott (County),99151.0
459,TN,Smith (County),99159.0
459,TN,Montgomery (County),99125.0
459,TN,Pickett (County),99137.0
459,TN,Overton (County),99133.0
459,TN,Putnam (County),99141.0
459,TN,Sumner (County),99165.0
459,TN,McNairy (County),99109.0
459,TN,Obion (County),99131.0
459,TN,Morgan (County),99129.0
459,TN,Robertson (County),99147.0
459,TN,Tipton (County),99167.0
459,TN,Weakley (County),99183.0
459,TN,Rutherford (County),99149.0
459,TN,Stewart (County),99161.0
459,TN,White (County),99185.0
461,KY,Fulton (County),99075.0
465,MI,Calhoun (County),99025.0
469,ND,Bottineau (County),99009.0
464,AL,Coffee (County),99031.0
466,MO,Caldwell (County),99025.0
461,KY,Allen (County),99003.0
464,AL,Geneva (County),99061.0
468,KY,Knott (County),99119.0
461,KY,Simpson (County),99213.0
465,MI,Macomb (County),99099.0
461,KY,Warren (County),99227.0
465,MI,Oakland (County),99125.0
461,KY,Christian (County),99047.0
465,MI,Berrien (County),99021.0
469,ND,Barnes (County),99003.0
461,KY,Marshall (County),99157.0
465,MI,Ionia (County),99067.0
469,ND,McHenry (County),99049.0
464,AL,Escambia (County),99053.0
467,NE,Douglas (County),99055.0
464,AL,Conecuh (County),99035.0
466,MO,Macon (County),99121.0
461,KY,Livingston (County),99139.0
465,MI,Ingham (County),99065.0
469,ND,LaMoure (County),99045.0
461,KY,Graves (County),99083.0
465,MI,Crawford (County),99039.0
469,ND,Cass (County),99017.0
462,TX,Gray (County),99179.0
465,MI,St. Clair (County),99147.0
459,TN,Williamson (County),99187.0
464,AL,Elmore (County),99051.0
467,NE,Cedar (County),99027.0
461,KY,McCracken (County),99145.0
465,MI,Kalamazoo (County),99077.0
469,ND,Morton (County),99059.0
464,AL,Dale (County),99045.0
466,MO,Shelby (County),99205.0
461,KY,Calloway (County),99035.0
465,MI,Barry (County),99015.0
468,KY,Pike (County),99195.0
464,AL,Covington (County),99039.0
466,MO,Newton (County),99145.0
461,KY,Hickman (County),99105.0
465,MI,Eaton (County),99045.0
469,ND,Dunn (County),99025.0
461,KY,Pulaski (County),99199.0
465,MI,Livingston (County),99093.0
469,ND,Renville (County),99075.0
461,KY,Ballard (County),99007.0
464,AL,Monroe (County),99099.0
468,KY,Letcher (County),99133.0
461,KY,Metcalfe (County),99169.0
465,MI,Lapeer (County),99087.0
469,ND,Mountrail (County),99061.0
463,AR,Bradley (County),99011.0
465,MI,Van Buren (County),99159.0
461,KY,Whitley (County),99235.0
465,MI,Shiawassee (County),99155.0
461,KY,Bell (County),99013.0
465,MI,Allegan (County),99005.0
468,KY,Perry (County),99193.0
461,KY,Knox (County),99121.0
465,MI,Genesee (County),99049.0
469,ND,Grand Forks (County),99035.0
470,LA,Avoyelles (Parish),99009.0
470,LA,Ward 9 (Police Jury Ward),93440.0
469,ND,Wells (County),99103.0
469,ND,Sioux (County),99085.0
470,LA,Caldwell (Parish),99021.0
470,LA,Grant (Parish),99043.0
470,LA,La Salle (Parish),99059.0
469,ND,Rolette (County),99079.0
470,LA,Franklin (Parish),99041.0
470,LA,St. Landry (Parish),99097.0
471,AR,Sharp (County),99135.0
471,AR,Monroe (County),99095.0
471,AR,Independence (County),99063.0
471,AR,Izard (County),99065.0
470,LA,Catahoula (Parish),99025.0
470,LA,Concordia (Parish),99029.0
469,ND,Stutsman (County),99093.0
469,ND,Ward (County),99101.0
470,LA,Ouachita (Parish),99073.0
470,LA,Rapides (Parish),99079.0
472,MT,Cascade (County),99013.0
475,ND,Cass (County),99017.0
476,MN,Red Lake (County),99125.0
472,MT,Powell (County),99077.0
475,ND,Stutsman (County),99093.0
470,LA,West Feliciana (Parish),99125.0
474,OK,Cotton (County),99033.0
476,MN,Grant (County),99051.0
472,MT,Judith Basin (County),99045.0
475,ND,Pembina (County),99067.0
477,NJ,Burlington (County),99005.0
474,OK,Blaine (County),99011.0
476,MN,Chisago (County),99025.0
471,AR,Randolph (County),99121.0
474,OK,Mayes (County),99097.0
476,MN,Norman (County),99107.0
472,MT,Teton (County),99099.0
475,ND,Traill (County),99097.0
471,AR,Jefferson (County),99069.0
474,OK,Lincoln (County),99081.0
476,MN,Mahnomen (County),99087.0
472,MT,Fergus (County),99027.0
475,ND,Dickey (County),99021.0
476,MN,Roseau (County),99135.0
474,OK,Cleveland (County),99027.0
476,MN,Clay (County),99027.0
472,MT,Broadwater (County),99007.0
475,ND,Barnes (County),99003.0
476,MN,Polk (County),99119.0
472,MT,Lewis and Clark (County),99049.0
475,ND,Ransom (County),99073.0
474,OK,Major (County),99093.0
476,MN,Marshall (County),99089.0
472,MT,Jefferson (County),99043.0
475,ND,LaMoure (County),99045.0
477,NJ,Bergen (County),99003.0
472,MT,Toole (County),99101.0
475,ND,Walsh (County),99099.0
472,MT,Pondera (County),99073.0
475,ND,Sargent (County),99081.0
473,MN,Aitkin (County),99001.0
472,MT,Flathead (County),99029.0
476,MN,Beltrami (County),99007.0
475,ND,Grand Forks (County),99035.0
472,MT,Meagher (County),99059.0
476,MN,Wilkin (County),99167.0
475,ND,Richland (County),99077.0
472,MT,Glacier (County),99035.0
475,ND,Hettinger (County),99041.0
476,MN,Winona (County),99169.0
471,AR,White (County),99145.0
474,OK,McClain (County),99087.0
474,OK,Payne (County),99119.0
476,MN,Otter Tail (County),99111.0
476,MN,Pennington (County),99113.0
474,OK,Jefferson (County),99067.0
476,MN,Itasca (County),99061.0
474,OK,Kingfisher (County),99073.0
476,MN,Kittson (County),99069.0
472,MT,Wheatland (County),99107.0
476,MN,Becker (County),99005.0
477,NJ,Mercer (County),99021.0
477,NJ,Sussex (County),99037.0
479,FL,Gulf (County),99045.0
477,NJ,Middlesex (County),99023.0
479,FL,Walton (County),99131.0
477,NJ,Somerset (County),99035.0
479,FL,Holmes (County),99059.0
477,NJ,Gloucester (County),99015.0
477,NJ,Salem (County),99033.0
479,FL,Washington (County),99133.0
479,FL,Bay (County),99005.0
477,NJ,Union (County),99039.0
477,NJ,Cumberland (County),99011.0
477,NJ,Morris (County),99027.0
479,FL,Okaloosa (County),99091.0
480,OH,Belmont (County),99013.0
477,NJ,Essex (County),99013.0
477,NJ,Passaic (County),99031.0
483,PR,Aguas Buenas (Municipio),99007.0
482,WI,Pierce (County),99093.0
483,PR,Guanica (Municipio),99055.0
483,PR,Corozal (Municipio),99047.0
483,PR,Naranjito (Municipio),99105.0
483,PR,Maunabo (Municipio),99095.0
483,PR,Canovanas (Municipio),99029.0
483,PR,Barranquitas (Municipio),99019.0
483,PR,Juncos (Municipio),99077.0
483,PR,Hormigueros (Municipio),99067.0
478,IL,Fulton (County),99057.0
483,PR,Barceloneta (Municipio),99017.0
483,PR,Camuy (Municipio),99027.0
483,PR,Hatillo (Municipio),99065.0
481,WV,Marshall (County),99051.0
483,PR,Juana Diaz (Municipio),99075.0
483,PR,Ciales (Municipio),99039.0
482,WI,Trempealeau (County),99121.0
483,PR,Loiza (Municipio),99087.0
483,PR,Culebra (Municipio),99049.0
480,OH,Lake (County),99085.0
483,PR,Ceiba (Municipio),99037.0
483,PR,Las Piedras (Municipio),99085.0
483,PR,Aibonito (Municipio),99009.0
483,PR,Guayama (Municipio),99057.0
483,PR,Arecibo (Municipio),99013.0
479,FL,Santa Rosa (County),99113.0
483,PR,Guaynabo (Municipio),99061.0
483,PR,Cabo Rojo (Municipio),99023.0
483,PR,Mayaguez (Municipio),99097.0
483,PR,Aguadilla (Municipio),99005.0
483,PR,Aguada (Municipio),99003.0
483,PR,Florida (Municipio),99054.0
483,PR,Fajardo (Municipio),99053.0
483,PR,Naguabo (Municipio),99103.0
483,PR,Morovis (Municipio),99101.0
483,PR,Carolina (Municipio),99031.0
482,WI,Pepin (County),99091.0
483,PR,Lajas (Municipio),99079.0
483,PR,Comerio (Municipio),99045.0
483,PR,Maricao (Municipio),99093.0
483,PR,Bayamon (Municipio),99021.0
483,PR,Humacao (Municipio),99069.0
482,WI,Buffalo (County),99011.0
483,PR,Isabela (Municipio),99071.0
483,PR,Coamo (Municipio),99043.0
480,OH,Cuyahoga (County),99035.0
483,PR,Orocovis (Municipio),99107.0
483,PR,Catano (Municipio),99033.0
483,PR,Arroyo (Municipio),99015.0
483,PR,Gurabo (Municipio),99063.0
481,WV,Ohio (County),99069.0
483,PR,Cidra (Municipio),99041.0
483,PR,Manati (Municipio),99091.0
483,PR,Luquillo (Municipio),99089.0
480,OH,Jefferson (County),99081.0
483,PR,Cayey (Municipio),99035.0
483,PR,Las Marias (Municipio),99083.0
483,PR,Lares (Municipio),99081.0
483,PR,Anasco (Municipio),99011.0
479,FL,Wakulla (County),99129.0
483,PR,Guayanilla (Municipio),99059.0
483,PR,Patillas (Municipio),99109.0
483,PR,Caguas (Municipio),99025.0
483,PR,Jayuya (Municipio),99073.0
483,PR,Adjuntas (Municipio),99001.0
483,PR,Dorado (Municipio),99051.0
483,PR,Moca (Municipio),99099.0
483,PR,Rio Grande (Municipio),99119.0
483,PR,Villalba (Municipio),99149.0
483,PR,San Juan (Municipio),99127.0
483,PR,Rincon (Municipio),99117.0
483,PR,Trujillo Alto (Municipio),99139.0
483,PR,San Lorenzo (Municipio),99129.0
483,PR,Toa Baja (Municipio),99137.0
483,PR,Vieques (Municipio),99147.0
483,PR,Penuelas (Municipio),99111.0
484,FL,Gulf (County),99045.0
483,PR,Salinas (Municipio),99123.0
485,PA,Lycoming (County),99081.0
485,PA,Potter (County),99105.0
486,MI,Newaygo (County),99123.0
486,MI,Shiawassee (County),99155.0
483,PR,Sabana Grande (Municipio),99121.0
483,PR,San Sebastian (Municipio),99131.0
483,PR,San German (Municipio),99125.0
483,PR,Toa Alta (Municipio),99135.0
485,PA,Lackawanna (County),99069.0
485,PA,Mifflin (County),99087.0
486,MI,Mecosta (County),99107.0
486,MI,Oceana (County),99127.0
485,PA,Columbia (County),99037.0
486,MI,Allegan (County),99005.0
485,PA,Adams (County),99001.0
483,PR,Santa Isabel (Municipio),99133.0
483,PR,Ponce (Municipio),99113.0
485,PA,Berks (County),99011.0
485,PA,Union (County),99119.0
487,NY,Madison (County),99053.0
485,PA,Tioga (County),99117.0
485,PA,Juniata (County),99067.0
487,NY,Cortland (County),99023.0
486,MI,Isabella (County),99073.0
483,PR,Utuado (Municipio),99141.0
484,FL,Holmes (County),99059.0
485,PA,Schuylkill (County),99107.0
483,PR,Vega Alta (Municipio),99143.0
487,NY,Allegany (County),99003.0
483,PR,Quebradillas (Municipio),99115.0
485,PA,Cumberland (County),99041.0
486,MI,Clare (County),99035.0
483,PR,Yauco (Municipio),99153.0
485,PA,Centre (County),99027.0
484,FL,Walton (County),99131.0
485,PA,Wyoming (County),99131.0
485,PA,Sullivan (County),99113.0
487,NY,Oswego (County),99075.0
487,NY,Cayuga (County),99011.0
485,PA,Lancaster (County),99071.0
485,PA,Dauphin (County),99043.0
486,MI,Midland (County),99111.0
486,MI,Genesee (County),99049.0
484,FL,Bay (County),99005.0
483,PR,Vega Baja (Municipio),99145.0
485,PA,Perry (County),99099.0
485,PA,Luzerne (County),99079.0
486,MI,Saginaw (County),99145.0
486,MI,Muskegon (County),99121.0
485,PA,Northumberland (County),99097.0
485,PA,Lebanon (County),99075.0
486,MI,Ottawa (County),99139.0
486,MI,Montcalm (County),99117.0
485,PA,Bradford (County),99015.0
484,FL,Okaloosa (County),99091.0
485,PA,Wayne (County),99127.0
485,PA,Snyder (County),99109.0
487,NY,Broome (County),99007.0
485,PA,Clinton (County),99035.0
485,PA,York (County),99133.0
485,PA,Franklin (County),99055.0
487,NY,Onondaga (County),99067.0
486,MI,Gratiot (County),99057.0
485,PA,Fulton (County),99057.0
483,PR,Yabucoa (Municipio),99151.0
486,MI,Ingham (County),99065.0
485,PA,Montour (County),99093.0
486,MI,Osceola (County),99133.0
484,FL,Washington (County),99133.0
485,PA,Susquehanna (County),99115.0
487,NY,Chemung (County),99015.0
487,NY,Putnam (County),99079.0
488,AL,Chambers (County),99017.0
487,NY,Rockland (County),99087.0
488,AL,Geneva (County),99061.0
487,NY,Tompkins (County),99109.0
488,AL,Covington (County),99039.0
487,NY,Yates (County),99123.0
488,AL,Pike (County),99109.0
488,AL,Coffee (County),99031.0
487,NY,Queens (County),99081.0
487,NY,Steuben (County),99101.0
488,AL,Crenshaw (County),99041.0
487,NY,Westchester (County),99119.0
488,AL,Lee (County),99081.0
488,AL,Barbour (County),99005.0
488,AL,Dale (County),99045.0
487,NY,Tioga (County),99107.0
489,MD,Baltimore,4000.0
488,AL,Macon (County),99087.0
488,AL,Bullock (County),99011.0
488,AL,Houston (County),99069.0
490,HI,Hawaii (County),99001.0
492,WA,Grays Harbor (County),99027.0
495,MI,Clare (County),99035.0
489,MD,Baltimore (County),99005.0
492,WA,Lewis (County),99041.0
492,WA,Whatcom (County),99073.0
489,MD,Carroll (County),99013.0
489,MD,Kent (County),99029.0
493,AK,Tanana (ANV/ANVSA),75165.0
494,NY,Livingston (County),99051.0
489,MD,Talbot (County),99041.0
492,WA,Benton (County),99005.0
495,MI,Allegan (County),99005.0
488,AL,St. Clair (County),99115.0
492,WA,Skagit (County),99057.0
489,MD,Frederick (County),99021.0
494,NY,Erie (County),99029.0
495,MI,Macomb (County),99099.0
495,MI,Newaygo (County),99123.0
495,MI,Osceola (County),99133.0
489,MD,Anne Arundel (County),99003.0
492,WA,King (County),99033.0
492,WA,Snohomish (County),99061.0
495,MI,Isabella (County),99073.0
495,MI,Mecosta (County),99107.0
489,MD,Calvert (County),99009.0
489,MD,Howard (County),99027.0
492,WA,Yakima (County),99077.0
494,NY,Genesee (County),99037.0
495,MI,Muskegon (County),99121.0
489,MD,Charles (County),99017.0
492,WA,Thurston (County),99067.0
494,NY,Chautauqua (County),99013.0
495,MI,Midland (County),99111.0
495,MI,Oceana (County),99127.0
495,MI,Kent (County),99081.0
489,MD,Montgomery (County),99031.0
494,NY,Monroe (County),99055.0
488,AL,Henry (County),99067.0
495,MI,Gladwin (County),99051.0
492,WA,Cowlitz (County),99015.0
489,MD,Cecil (County),99015.0
495,MI,Gratiot (County),99057.0
494,NY,Cattaraugus (County),99009.0
491,OK,Tulsa (County),99143.0
495,MI,Oakland (County),99125.0
495,MI,Genesee (County),99049.0
489,MD,Washington (County),99043.0
495,MI,Bay (County),99017.0
495,MI,Ionia (County),99067.0
489,MD,Prince George's (County),99033.0
495,MI,Montcalm (County),99117.0
494,NY,Wyoming (County),99121.0
491,OK,Latimer (County),99077.0
495,MI,Clinton (County),99037.0
488,AL,Russell (County),99113.0
492,WA,Mason (County),99045.0
495,MI,Lapeer (County),99087.0
492,WA,Kittitas (County),99037.0
495,MI,Jackson (County),99075.0
495,MI,Roscommon (County),99143.0
495,MI,Shiawassee (County),99155.0
496,WI,Iowa (County),99049.0
496,WI,Columbia (County),99021.0
495,MI,St. Clair (County),99147.0
495,MI,Tuscola (County),99157.0
496,WI,Green (County),99045.0
496,WI,Crawford (County),99023.0
495,MI,Ottawa (County),99139.0
496,WI,Dane (County),99025.0
496,WI,Calumet (County),99015.0
496,WI,Milwaukee (County),99079.0
496,WI,Lafayette (County),99065.0
495,MI,Sanilac (County),99151.0
496,WI,Fond du Lac (County),99039.0
495,MI,Saginaw (County),99145.0
496,WI,Ozaukee (County),99089.0
496,WI,Vernon (County),99123.0
500,NE,Hamilton (County),99081.0
500,NE,Nuckolls (County),99129.0
504,OK,Tulsa (County),99143.0
505,ID,Jefferson (County),99051.0
495,MI,Wayne (County),99163.0
497,OK,Le Flore (County),99079.0
496,WI,Jefferson (County),99055.0
500,NE,Seward (County),99159.0
500,NE,Butler (County),99023.0
507,GA,Habersham (County),99137.0
501,ND,Rolette (County),99079.0
496,WI,Dodge (County),99027.0
499,MS,Copiah (County),99029.0
501,ND,Burke (County),99013.0
496,WI,Richland (County),99103.0
500,NE,Jefferson (County),99095.0
498,AR,Cleburne (County),99023.0
504,OK,Wagoner (County),99145.0
500,NE,Thayer (County),99169.0
498,AR,Yell (County),99149.0
507,GA,Hall (County),99139.0
501,ND,Bottineau (County),99009.0
500,NE,Hall (County),99079.0
496,WI,Rock (County),99105.0
500,NE,Kearney (County),99099.0
503,GU,Guam (County-equivalent),99010.0
505,ID,Bingham (County),99011.0
498,AR,Lonoke (County),99085.0
496,WI,Sauk (County),99111.0
500,NE,Webster (County),99181.0
500,NE,Madison (County),99119.0
