disasterNumber,state,declaredCountyArea,placeCode
4170,MD,Howard (County),99027.0
4170,MD,Baltimore,4000.0
4171,TN,Haywood (County),99075.0
4171,TN,Cheatham (County),99021.0
4171,TN,Tipton (County),99167.0
4171,TN,Houston (County),99083.0
4172,MT,Musselshell (County),99065.0
4173,IN,Marion (County),99097.0
4172,MT,Stillwater (County),99095.0
4173,IN,Sullivan (County),99153.0
4175,MS,Montgomery (County),99097.0
4171,TN,Hickman (County),99081.0
4173,IN,Fulton (County),99049.0
4174,AR,Clay (County),99021.0
4173,IN,Lake (County),99089.0
4174,AR,Pulaski (County),99119.0
4172,MT,Broadwater (County),99007.0
4173,IN,Johnson (County),99081.0
4172,MT,Prairie (County),99079.0
4173,IN,Newton (County),99111.0
4175,MS,Jones (County),99067.0
4172,MT,Richland (County),99083.0
4173,IN,Owen (County),99119.0
4173,IN,Clay (County),99021.0
4173,IN,White (County),99181.0
4173,IN,Allen (County),99003.0
4173,IN,Vanderburgh (County),99163.0
4173,IN,Huntington (County),99069.0
4174,AR,Fulton (County),99049.0
4174,AR,Izard (County),99065.0
4172,MT,Wheatland (County),99107.0
4173,IN,Tipton (County),99159.0
4175,MS,Newton (County),99101.0
4173,IN,Kosciusko (County),99085.0
4174,AR,Jackson (County),99067.0
4174,AR,Sharp (County),99135.0
4173,IN,Clinton (County),99023.0
4173,IN,Whitley (County),99183.0
4172,MT,Park (County),99067.0
4173,IN,Montgomery (County),99107.0
4174,AR,White (County),99145.0
4175,MS,Rankin (County),99121.0
4173,IN,Madison (County),99095.0
4174,AR,Randolph (County),99121.0
4173,IN,Blackford (County),99009.0
4173,IN,Vigo (County),99167.0
4175,MS,Simpson (County),99127.0
4172,MT,Ravalli (County),99081.0
4173,IN,Noble (County),99113.0
4175,MS,Leake (County),99079.0
4173,IN,Hamilton (County),99057.0
4174,AR,Cleburne (County),99023.0
4175,MS,Lee (County),99081.0
4173,IN,Jasper (County),99073.0
4174,AR,Independence (County),99063.0
4172,MT,Rosebud (County),99087.0
4173,IN,Parke (County),99121.0
4175,MS,Lowndes (County),99087.0
4176,AL,Baldwin (County),99003.0
4176,AL,Geneva (County),99061.0
4176,AL,Washington (County),99129.0
4176,AL,Crenshaw (County),99041.0
4176,AL,Limestone (County),99083.0
4176,AL,Dale (County),99045.0
4176,AL,Blount (County),99009.0
4176,AL,Houston (County),99069.0
4176,AL,DeKalb (County),99049.0
4176,AL,Jefferson (County),99073.0
4177,FL,Calhoun (County),99013.0
4176,AL,Perry (County),99105.0
4176,AL,Bullock (County),99011.0
4176,AL,Covington (County),99039.0
4176,AL,Franklin (County),99059.0
4176,AL,Tuscaloosa (County),99125.0
4175,MS,Winston (County),99159.0
4175,MS,Wayne (County),99153.0
4176,AL,Lee (County),99081.0
4176,AL,Butler (County),99013.0
4178,VT,Caledonia (County),99005.0
4181,IA,Clarke (County),99039.0
4176,AL,Lamar (County),99075.0
4179,NE,Saunders (County),99155.0
4182,MN,Bois Forte (Nett Lake) Indian Reservation,6874.0
4176,AL,Etowah (County),99055.0
4178,VT,Orleans (County),99019.0
4181,IA,Ringgold (County),99159.0
4176,AL,Pickens (County),99107.0
4180,NY,Chautauqua (County),99013.0
4182,MN,Faribault (County),99043.0
4177,FL,Jackson (County),99063.0
4180,NY,Ontario (County),99069.0
4182,MN,Lac qui Parle (County),99073.0
4176,AL,Mobile (County),99097.0
4179,NE,Seward (County),99159.0
4182,MN,Brown (County),99015.0
4179,NE,Clay (County),99035.0
4181,IA,Wayne (County),99185.0
4178,VT,Orange (County),99017.0
4181,IA,Pottawattamie (County),99155.0
4177,FL,Okaloosa (County),99091.0
4180,NY,Otsego (County),99077.0
4182,MN,Lake of the Woods (County),99077.0
4180,NY,Herkimer (County),99043.0
4182,MN,Hennepin (County),99053.0
4180,NY,Cattaraugus (County),99009.0
4182,MN,Dodge (County),99039.0
4178,VT,Essex (County),99009.0
4181,IA,Decatur (County),99053.0
4177,FL,Santa Rosa (County),99113.0
4180,NY,Steuben (County),99101.0
4177,FL,Holmes (County),99059.0
4180,NY,Livingston (County),99051.0
4182,MN,Koochiching (County),99071.0
4177,FL,Bay (County),99005.0
4180,NY,Delaware (County),99025.0
4182,MN,Freeborn (County),99047.0
4179,NE,York (County),99185.0
4182,MN,Carver (County),99019.0
4179,NE,Saline (County),99151.0
4182,MN,Blue Earth (County),99013.0
4178,VT,Washington (County),99023.0
4181,IA,Taylor (County),99173.0
4178,VT,Franklin (County),99011.0
4181,IA,Mills (County),99129.0
4177,FL,Washington (County),99133.0
4181,IA,Adams (County),99003.0
4177,FL,Escambia (County),99033.0
4180,NY,Lewis (County),99049.0
4182,MN,Jackson (County),99063.0
4177,FL,Walton (County),99131.0
4180,NY,Yates (County),99123.0
4178,VT,Lamoille (County),99015.0
4181,IA,Montgomery (County),99137.0
4180,NY,Allegany (County),99003.0
4182,MN,Chippewa (County),99023.0
4179,NE,Fillmore (County),99059.0
4182,MN,Beltrami (County),99007.0
4182,MN,McLeod (County),99085.0
4182,MN,Steele (County),99147.0
4182,MN,Prairie Island Community (Indian Reservation),52288.0
4182,MN,Scott (County),99139.0
4182,MN,Nobles (County),99105.0
4182,MN,Marshall (County),99089.0
4182,MN,Rice (County),99131.0
4182,MN,Redwood (County),99127.0
4182,MN,Wright (County),99171.0
4182,MN,Waseca (County),99161.0
4182,MN,Le Sueur (County),99079.0
4182,MN,Renville (County),99129.0
4182,MN,Ramsey (County),99123.0
4182,MN,Red Lake Indian Reservation,53512.0
4182,MN,Watonwan (County),99165.0
4182,MN,Wadena (County),99159.0
4182,MN,Murray (County),99101.0
4182,MN,Sibley (County),99143.0
4182,MN,Roseau (County),99135.0
4182,MN,Martin (County),99091.0
4182,MN,Lyon (County),99083.0
4182,MN,Pipestone (County),99117.0
4182,MN,Nicollet (County),99103.0
4183,NE,Cuming (County),99039.0
4184,IA,Kossuth (County),99109.0
4183,NE,Dixon (County),99051.0
4184,IA,Osceola (County),99143.0
4183,NE,Harlan (County),99083.0
4184,IA,Pocahontas (County),99151.0
4183,NE,Phelps (County),99137.0
4184,IA,Sac and Fox Tribe of the Mississippi in Iowa,69600.0
4184,IA,Cherokee (County),99035.0
4185,NE,Cass (County),99025.0
4184,IA,Clay (County),99041.0
4185,NE,Holt (County),99089.0
4183,NE,Wayne (County),99179.0
4184,IA,Winneshiek (County),99191.0
4184,IA,Buchanan (County),99019.0
4184,IA,Wright (County),99197.0
4184,IA,Fayette (County),99065.0
4185,NE,Polk (County),99143.0
4184,IA,Hancock (County),99081.0
4185,NE,Thurston (County),99173.0
4182,MN,Yellow Medicine (County),99173.0
4183,NE,Stanton (County),99167.0
4184,IA,Humboldt (County),99091.0
4184,IA,Sioux (County),99167.0
4185,NE,Valley (County),99175.0
4183,NE,Furnas (County),99065.0
4184,IA,Emmet (County),99063.0
4185,NE,Pawnee (County),99133.0
4184,IA,Chickasaw (County),99037.0
4185,NE,Hamilton (County),99081.0
4182,MN,Todd (County),99153.0
4184,IA,Dickinson (County),99059.0
4185,NE,Nemaha (County),99127.0
4184,IA,Butler (County),99023.0
4185,NE,Butler (County),99023.0
4184,IA,Allamakee (County),99005.0
4184,IA,Woodbury (County),99193.0
4183,NE,Franklin (County),99061.0
4184,IA,Palo Alto (County),99147.0
4183,NE,Cedar (County),99027.0
4184,IA,Ida (County),99093.0
4185,NE,Washington (County),99177.0
4184,IA,Franklin (County),99069.0
4185,NE,Rock (County),99149.0
4182,MN,Rock (County),99133.0
4184,IA,Buena Vista (County),99021.0
4185,NE,Burt (County),99021.0
4183,NE,Thurston (County),99173.0
4184,IA,Winnebago (County),99189.0
4183,NE,Kearney (County),99099.0
4184,IA,Sac (County),99161.0
4184,IA,Plymouth (County),99149.0
4183,NE,Dakota (County),99043.0
4184,IA,Lyon (County),99119.0
4186,SD,Perkins (County),99105.0
4187,IA,Des Moines (County),99057.0
4187,IA,Audubon (County),99009.0
4187,IA,Iowa (County),99095.0
4186,SD,Dewey (County),99041.0
4186,SD,Corson (County),99031.0
4186,SD,Minnehaha (County),99099.0
4186,SD,Ziebach (County),99137.0
4187,IA,Crawford (County),99047.0
4187,IA,Ida (County),99093.0
4187,IA,Black Hawk (County),99013.0
4186,SD,Standing Rock Sioux Tribe of North & South Dakota,61260.0
4187,IA,Grundy (County),99075.0
4186,SD,Hanson (County),99061.0
4187,IA,Jackson (County),99097.0
4186,SD,Butte (County),99019.0
4186,SD,Lincoln (County),99083.0
4187,IA,Butler (County),99023.0
4186,SD,Clay (County),99027.0
4186,SD,Turner (County),99125.0
4186,SD,Union (County),99127.0
4187,IA,Hamilton (County),99079.0
4186,SD,Jerauld (County),99073.0
4188,WA,Kittitas (County),99037.0
4190,ND,Benson (County),99005.0
4187,IA,Muscatine (County),99139.0
4189,TN,Moore (County),99127.0
4187,IA,Poweshiek (County),99157.0
4189,TN,Perry (County),99135.0
4187,IA,Jones (County),99105.0
4189,TN,Lewis (County),99101.0
4192,AS,Swains Island (Island) (County-equivalent),99040.0
4189,TN,Henry (County),99079.0
4191,GU,Guam (County-equivalent),99010.0
4189,TN,Carroll (County),99017.0
4190,ND,McHenry (County),99049.0
4189,TN,Claiborne (County),99025.0
4190,ND,Mountrail (County),99061.0
4188,WA,Colville Indian Reservation,14240.0
4189,TN,Weakley (County),99183.0
4187,IA,Keokuk (County),99107.0
4189,TN,Madison (County),99113.0
4192,AS,Western (District),99050.0
4189,TN,Haywood (County),99075.0
4190,ND,Ward (County),99101.0
4187,IA,Lee (County),99111.0
4189,TN,Marion (County),99115.0
4193,CA,Napa (County),99055.0
4187,IA,Washington (County),99183.0
4189,TN,Tipton (County),99167.0
4187,IA,Linn (County),99113.0
4189,TN,Maury (County),99119.0
4193,CA,Solano (County),99095.0
4187,IA,Shelby (County),99165.0
4189,TN,Roane (County),99145.0
4187,IA,Cedar (County),99031.0
4189,TN,Bledsoe (County),99007.0
4190,ND,Eddy (County),99027.0
4187,IA,Tama (County),99171.0
4189,TN,Sequatchie (County),99153.0
4188,WA,Okanogan (County),99047.0
4190,ND,Bottineau (County),99009.0
4187,IA,Hardin (County),99083.0
4189,TN,Giles (County),99055.0
4190,ND,Standing Rock Sioux Tribe of North & South Dakota,75300.0
4189,TN,Anderson (County),99001.0
4190,ND,Divide (County),99023.0
4189,TN,Decatur (County),99039.0
4190,ND,Pierce (County),99069.0
4187,IA,Johnson (County),99103.0
4189,TN,Lawrence (County),99099.0
4192,AS,Rose Island (Island) (County-equivalent),99030.0
4189,TN,Gibson (County),99053.0
4190,ND,Renville (County),99075.0
4189,TN,Hickman (County),99081.0
4192,AS,Eastern (District),99010.0
4187,IA,Mahaska (County),99123.0
4189,TN,McNairy (County),99109.0
4187,IA,Jasper (County),99099.0
4189,TN,Houston (County),99083.0
4192,AS,Manu'a (District),99020.0
4196,KY,Floyd (County),99071.0
4198,MT,Musselshell (County),99065.0
4197,NM,San Miguel (County),99047.0
4197,NM,Lincoln (County),99027.0
4194,HI,Hawaii (County),99001.0
4195,MI,Macomb (County),99099.0
4198,MT,Valley (County),99105.0
4198,MT,Blaine (County),99005.0
4197,NM,Pueblo of Acoma,660.0
4196,KY,Knott (County),99119.0
4195,MI,Oakland (County),99125.0
4199,NM,Colfax (County),99007.0
4198,MT,Carter (County),99011.0
4197,NM,Pueblo of Santa Clara,70320.0
4196,KY,Pike (County),99195.0
4195,MI,Wayne (County),99163.0
4197,NM,Otero (County),99035.0
4196,KY,Johnson (County),99115.0
4194,HI,Maui (County),99009.0
4197,NM,Rio Arriba (County),99039.0
4198,MT,Petroleum (County),99069.0
4197,NM,Guadalupe (County),99019.0
4197,NM,Sandoval (County),99043.0
4200,MO,Gentry (County),99075.0
4204,NY,Lewis (County),99049.0
4199,NM,Otero (County),99035.0
4202,NV,Moapa River Indian Reservation,47800.0
4208,ME,Cumberland (County),99005.0
4199,NM,Sierra (County),99051.0
4204,NY,Cattaraugus (County),99009.0
4209,NH,"Hillsborough (County)(in (P)MSA 4560,4760,5350)",99011.0
4200,MO,Ralls (County),99173.0
4207,VT,Orleans (County),99019.0
4199,NM,Lea (County),99025.0
4200,MO,Worth (County),99227.0
4207,VT,Windsor (County),99027.0
4200,MO,Livingston (County),99117.0
4207,VT,Chittenden (County),99007.0
4200,MO,Nodaway (County),99147.0
4207,VT,Lamoille (County),99015.0
4200,MO,Harrison (County),99081.0
4204,NY,St. Lawrence (County),99089.0
4200,MO,Lewis (County),99111.0
4206,CA,Soboba Indian Reservation,72468.0
4200,MO,Andrew (County),99003.0
4204,NY,Erie (County),99029.0
4209,NH,Strafford (County),99017.0
4200,MO,Holt (County),99087.0
4204,NY,Wyoming (County),99121.0
4198,MT,Fort Belknap Indian Reservation,27925.0
4200,MO,Mercer (County),99129.0
4207,VT,Franklin (County),99011.0
4200,MO,Grundy (County),99079.0
4204,NY,Orleans (County),99073.0
4200,MO,Atchison (County),99005.0
4204,NY,Genesee (County),99037.0
4210,WV,Barbour (County),99001.0
4200,MO,Knox (County),99103.0
4205,MS,Marion (County),99091.0
4200,MO,Adair (County),99001.0
4204,NY,Chautauqua (County),99013.0
4209,NH,"Rockingham (County)(in (P)MSA 4160,4760,6450)",99015.0
4200,MO,Shelby (County),99205.0
4207,VT,Rutland (County),99021.0
4199,NM,Santa Fe (County),99049.0
4203,AZ,Maricopa (County),99013.0
4208,ME,"York (County)(in MSA 6400,6450)",99031.0
4200,MO,Putnam (County),99171.0
4207,VT,Orange (County),99017.0
4199,NM,San Miguel (County),99047.0
4203,AZ,La Paz (County),99012.0
4208,ME,Sagadahoc (County),99023.0
4200,MO,Daviess (County),99061.0
4204,NY,Jefferson (County),99045.0
4199,NM,Lincoln (County),99027.0
4201,HI,Hawaii (County),99001.0
4208,ME,Androscoggin (County),99001.0
4200,MO,Macon (County),99121.0
4207,VT,Essex (County),99009.0
4199,NM,Eddy (County),99015.0
4200,MO,Sullivan (County),99211.0
4207,VT,Washington (County),99023.0
4200,MO,Linn (County),99115.0
4207,VT,Addison (County),99001.0
4210,WV,Boone (County),99005.0
4210,WV,Mingo (County),99059.0
4210,WV,Fayette (County),99019.0
4210,WV,Lincoln (County),99043.0
4210,WV,Gilmer (County),99021.0
4210,WV,Ritchie (County),99085.0
4210,WV,Mercer (County),99055.0
4210,WV,Lewis (County),99041.0
4210,WV,Upshur (County),99097.0
4210,WV,Marshall (County),99051.0
4210,WV,Tucker (County),99093.0
4210,WV,Logan (County),99045.0
4210,WV,Roane (County),99087.0
4210,WV,Jackson (County),99035.0
4210,WV,Harrison (County),99033.0
4210,WV,Putnam (County),99079.0
4210,WV,Cabell (County),99011.0
4210,WV,Braxton (County),99007.0
4210,WV,Wayne (County),99099.0
4211,TN,Hardeman (County),99069.0
4211,TN,Grainger (County),99057.0
4211,TN,White (County),99185.0
4211,TN,Scott (County),99151.0
4211,TN,Giles (County),99055.0
4211,TN,Coffee (County),99031.0
4211,TN,Roane (County),99145.0
4211,TN,Obion (County),99131.0
4210,WV,McDowell (County),99047.0
4210,WV,Kanawha (County),99039.0
4211,TN,Cumberland (County),99035.0
4210,WV,Wyoming (County),99109.0
4211,TN,Overton (County),99133.0
4211,TN,Lawrence (County),99099.0
4211,TN,Blount (County),99009.0
4212,RI,"Washington (County)(in (P)MSA 5520,6480)",99009.0
4211,TN,McNairy (County),99109.0
4210,WV,Doddridge (County),99017.0
4211,TN,Hancock (County),99067.0
4211,TN,Wayne (County),99181.0
4210,WV,Raleigh (County),99081.0
4211,TN,Campbell (County),99013.0
4211,TN,Meigs (County),99121.0
4210,WV,Wood (County),99107.0
4211,TN,Knox (County),99093.0
4212,RI,"Providence (County)(in PMSA 6060,6480)",99007.0
4210,WV,Tyler (County),99095.0
4211,TN,Bledsoe (County),99007.0
4211,TN,Cocke (County),99029.0
4211,TN,McMinn (County),99107.0
4211,TN,Morgan (County),99129.0
4210,WV,Wetzel (County),99103.0
4211,TN,Bedford (County),99003.0
4211,TN,Hawkins (County),99073.0
4211,TN,Marshall (County),99117.0
4212,RI,Kent (County),99003.0
4210,WV,Monongalia (County),99061.0
4211,TN,Claiborne (County),99025.0
4211,TN,Davidson (County),99037.0
4211,TN,Monroe (County),99123.0
4211,TN,Pickett (County),99137.0
4210,WV,Wirt (County),99105.0
4211,TN,Jefferson (County),99089.0
4211,TN,Fentress (County),99049.0
4212,RI,"Newport (County)(in PMSA 2480,6480)",99005.0
4211,TN,Rhea (County),99143.0
4211,TN,Grundy (County),99061.0
4211,TN,Clay (County),99027.0
4211,TN,Van Buren (County),99175.0
4211,TN,Moore (County),99127.0
4211,TN,Anderson (County),99001.0
4210,WV,Summers (County),99089.0
4211,TN,Loudon (County),99105.0
4211,TN,Greene (County),99059.0
4213,CT,"New Haven (County)(in (P)MSA 1160,5480,8880)",99009.0
4211,TN,Sevier (County),99155.0
4211,TN,Hamblen (County),99063.0
4211,TN,Warren (County),99177.0
4211,TN,DeKalb (County),99041.0
4211,TN,Putnam (County),99141.0
4210,WV,Webster (County),99101.0
4211,TN,Hardin (County),99071.0
4212,RI,Bristol (County),99001.0
4215,GA,Banks (County),99011.0
4214,MA,Nantucket (County),99019.0
4214,MA,"Middlesex (County)(in (P)MSA 1120,2600,4560)",99017.0
4213,CT,Windham (County),99015.0
4214,MA,Barnstable (County),99001.0
4215,GA,Franklin (County),99119.0
4214,MA,"Worcester (County) (in (P)MSA 1120,2600,9240)",99027.0
4215,GA,Lumpkin (County),99187.0
4213,CT,Tolland (County),99013.0
4214,MA,Suffolk (County),99025.0
4214,MA,"Bristol (County)(in (P)MSA 1120,1200,2480,5400,6060)",99005.0
4215,GA,Barrow (County),99013.0
4214,MA,"Essex (County)(in PMSA 1120,4160,7090)",99009.0
4215,GA,Hart (County),99147.0
4214,MA,"Norfolk (County)(in PMSA 1120,1200,6060)",99021.0
4215,GA,Elbert (County),99105.0
4215,GA,Habersham (County),99137.0
4215,GA,Madison (County),99195.0
4213,CT,"New London (County)(in (P)MSA 3280,5520)",99011.0
4215,GA,Hall (County),99139.0
4215,GA,White (County),99311.0
4216,KY,Letcher (County),99133.0
4216,KY,Marshall (County),99157.0
4217,KY,Bullitt (County),99029.0
4217,KY,Floyd (County),99071.0
4214,MA,"Plymouth (County)(in (P)MSA 1120,1200,5400)",99023.0
4214,MA,Dukes (County),99007.0
4216,KY,Estill (County),99065.0
4216,KY,Boyle (County),99021.0
4216,KY,Simpson (County),99213.0
4216,KY,Pendleton (County),99191.0
4215,GA,Dawson (County),99085.0
4216,KY,Jessamine (County),99113.0
4216,KY,Wolfe (County),99237.0
4216,KY,Knott (County),99119.0
4216,KY,Adair (County),99001.0
4216,KY,Woodford (County),99239.0
4216,KY,McCracken (County),99145.0
4216,KY,Caldwell (County),99033.0
4217,KY,Franklin (County),99073.0
4216,KY,Pike (County),99195.0
4216,KY,Knox (County),99121.0
4215,GA,Jackson (County),99157.0
4216,KY,Lee (County),99129.0
4217,KY,Bath (County),99011.0
4217,KY,Breathitt (County),99025.0
4216,KY,Boyd (County),99019.0
4216,KY,Harlan (County),99095.0
4216,KY,Washington (County),99229.0
4216,KY,Floyd (County),99071.0
4216,KY,Butler (County),99031.0
4216,KY,Perry (County),99193.0
4215,GA,Oglethorpe (County),99221.0
4216,KY,Lincoln (County),99137.0
4217,KY,Clark (County),99049.0
4216,KY,Taylor (County),99217.0
4216,KY,Edmonson (County),99061.0
4216,KY,Anderson (County),99005.0
4216,KY,Rockcastle (County),99203.0
4216,KY,Menifee (County),99165.0
4216,KY,Ballard (County),99007.0
4215,GA,Forsyth (County),99117.0
4216,KY,Jackson (County),99109.0
4216,KY,Wayne (County),99231.0
4216,KY,Metcalfe (County),99169.0
4216,KY,Clark (County),99049.0
4216,KY,Powell (County),99197.0
4216,KY,Morgan (County),99175.0
4216,KY,Lewis (County),99135.0
4217,KY,Carter (County),99043.0
4216,KY,Franklin (County),99073.0
4215,GA,Pickens (County),99227.0
4216,KY,Lyon (County),99143.0
4216,KY,Union (County),99225.0
4217,KY,Elliott (County),99063.0
4215,GA,Stephens (County),99257.0
4216,KY,Magoffin (County),99153.0
4217,KY,Estill (County),99065.0
4216,KY,Lawrence (County),99127.0
4217,KY,Bourbon (County),99017.0
4217,KY,Jefferson (County),99111.0
4217,KY,Lawrence (County),99127.0
4217,KY,Lincoln (County),99137.0
4217,KY,Johnson (County),99115.0
4217,KY,Madison (County),99151.0
4217,KY,Scott (County),99209.0
4218,KY,Bath (County),99011.0
4217,KY,Nicholas (County),99181.0
4218,KY,Bullitt (County),99029.0
4217,KY,Pike (County),99195.0
4217,KY,Wolfe (County),99237.0
4217,KY,Rowan (County),99205.0
4218,KY,Boyd (County),99019.0
4217,KY,Metcalfe (County),99169.0
4217,KY,Morgan (County),99175.0
4217,KY,Lee (County),99129.0
4217,KY,Lewis (County),99135.0
4217,KY,Whitley (County),99235.0
4218,KY,Breathitt (County),99025.0
4217,KY,Owsley (County),99189.0
4218,KY,Anderson (County),99005.0
4217,KY,Magoffin (County),99153.0
4218,KY,Bourbon (County),99017.0
4217,KY,Owen (County),99187.0
4218,KY,Calloway (County),99035.0
4218,KY,Franklin (County),99073.0
4218,KY,Daviess (County),99059.0
4218,KY,Morgan (County),99175.0
4218,KY,Marshall (County),99157.0
4218,KY,Bell (County),99013.0
4218,KY,Johnson (County),99115.0
4218,KY,Butler (County),99031.0
4217,KY,Spencer (County),99215.0
4218,KY,Lee (County),99129.0
4218,KY,Hancock (County),99091.0
4218,KY,Elliott (County),99063.0
4218,KY,Knott (County),99119.0
4218,KY,Martin (County),99159.0
4218,KY,Spencer (County),99215.0
4218,KY,Rowan (County),99205.0
4218,KY,Floyd (County),99071.0
4218,KY,Metcalfe (County),99169.0
4218,KY,Jackson (County),99109.0
4218,KY,Fleming (County),99069.0
4218,KY,Rockcastle (County),99203.0
4218,KY,Menifee (County),99165.0
4218,KY,Hart (County),99099.0
4218,KY,Estill (County),99065.0
4218,KY,Robertson (County),99201.0
4218,KY,Mason (County),99161.0
4218,KY,Harrison (County),99097.0
4218,KY,Powell (County),99197.0
4218,KY,Harlan (County),99095.0
4218,KY,Pike (County),99195.0
4218,KY,Fulton (County),99075.0
4218,KY,Nicholas (County),99181.0
4218,KY,Clay (County),99051.0
4218,KY,Leslie (County),99131.0
4218,KY,Whitley (County),99235.0
4218,KY,Perry (County),99193.0
4218,KY,Lawrence (County),99127.0
4218,KY,Greenup (County),99089.0
4218,KY,Webster (County),99233.0
4218,KY,Owsley (County),99189.0
4218,KY,Larue (County),99123.0
4218,KY,Grant (County),99081.0
4218,KY,Washington (County),99229.0
4218,KY,Knox (County),99121.0
4218,KY,Trigg (County),99221.0
4218,KY,Magoffin (County),99153.0
4218,KY,Casey (County),99045.0
4218,KY,Lewis (County),99135.0
4218,KY,Carter (County),99043.0
4218,KY,Letcher (County),99133.0
4218,KY,Owen (County),99187.0
4218,KY,Gallatin (County),99077.0
4218,KY,Ohio (County),99183.0
4220,WV,Doddridge (County),99017.0
4218,KY,Woodford (County),99239.0
4219,WV,Logan (County),99045.0
4219,WV,Wayne (County),99099.0
4220,WV,Ohio (County),99069.0
4219,WV,Boone (County),99005.0
4221,WV,Cabell (County),99011.0
4219,WV,Lincoln (County),99043.0
4219,WV,Mingo (County),99059.0
4220,WV,Gilmer (County),99021.0
4220,WV,Marshall (County),99051.0
4221,WV,Pleasants (County),99073.0
4220,WV,Lewis (County),99041.0
4220,WV,Brooke (County),99009.0
4220,WV,Pleasants (County),99073.0
4220,WV,Braxton (County),99007.0
4219,WV,Cabell (County),99011.0
4220,WV,Wetzel (County),99103.0
4220,WV,Tyler (County),99095.0
4221,WV,Jackson (County),99035.0
4221,WV,Summers (County),99089.0
4222,OK,Cotton (County),99033.0
4222,OK,Dewey (County),99043.0
4222,OK,Marshall (County),99095.0
4222,OK,Murray (County),99099.0
4222,OK,Beckham (County),99009.0
4221,WV,Calhoun (County),99013.0
4222,OK,Johnston (County),99069.0
4222,OK,Cherokee (County),99021.0
4222,OK,Le Flore (County),99079.0
4221,WV,Roane (County),99087.0
4222,OK,Harmon (County),99057.0
4222,OK,Oklahoma (County),99109.0
4222,OK,Choctaw (County),99023.0
4222,OK,Craig (County),99035.0
4222,OK,Lincoln (County),99081.0
4222,OK,Mayes (County),99097.0
4222,OK,Canadian (County),99017.0
4222,OK,Coal (County),99029.0
4222,OK,Kiowa (County),99075.0
4222,OK,Love (County),99085.0
4220,WV,Jackson (County),99035.0
4222,OK,Cleveland (County),99027.0
4220,WV,Ritchie (County),99085.0
4222,OK,Logan (County),99083.0
4222,OK,Creek (County),99037.0
4222,OK,Greer (County),99055.0
4222,OK,Atoka (County),99005.0
4222,OK,Okfuskee (County),99107.0
4222,OK,Jefferson (County),99067.0
4222,OK,Garvin (County),99049.0
4222,OK,Bryan (County),99013.0
4222,OK,Muskogee (County),99101.0
4222,OK,Kay (County),99071.0
4222,OK,Custer (County),99039.0
4222,OK,Adair (County),99001.0
4222,OK,McCurtain (County),99089.0
4222,OK,Jackson (County),99065.0
4221,WV,Greenbrier (County),99025.0
4222,OK,Pittsburg (County),99121.0
4222,OK,Grady (County),99051.0
4222,OK,Carter (County),99019.0
4222,OK,McClain (County),99087.0
4222,OK,Latimer (County),99077.0
4222,OK,Haskell (County),99061.0
4222,OK,Noble (County),99103.0
4222,OK,Okmulgee (County),99111.0
4222,OK,Grant (County),99053.0
4222,OK,Nowata (County),99105.0
4221,WV,Wirt (County),99105.0
4222,OK,Hughes (County),99063.0
4222,OK,Comanche (County),99031.0
4222,OK,Major (County),99093.0
4222,OK,Ottawa (County),99115.0
4222,OK,Caddo (County),99015.0
4222,OK,Kingfisher (County),99073.0
4222,OK,Delaware (County),99041.0
4222,OK,McIntosh (County),99091.0
4222,OK,Pontotoc (County),99123.0
4222,OK,Washita (County),99149.0
4222,OK,Stephens (County),99137.0
4222,OK,Pushmataha (County),99127.0
4222,OK,Pottawatomie (County),99125.0
4222,OK,Sequoyah (County),99135.0
4223,TX,Angelina (County),99005.0
4222,OK,Roger Mills (County),99129.0
4223,TX,Bastrop (County),99021.0
4223,TX,Archer (County),99009.0
4222,OK,Tillman (County),99141.0
4223,TX,Brown (County),99049.0
4223,TX,Baylor (County),99023.0
4223,TX,Burleson (County),99051.0
4223,TX,Blanco (County),99031.0
4222,OK,Seminole (County),99133.0
4223,TX,Atascosa (County),99013.0
4223,TX,Austin (County),99015.0
4222,OK,Wagoner (County),99145.0
4222,OK,Rogers (County),99131.0
4223,TX,Bosque (County),99035.0
4222,OK,Tulsa (County),99143.0
4223,TX,Comal (County),99091.0
4223,TX,Cass (County),99067.0
4223,TX,Cherokee (County),99073.0
4223,TX,Gillespie (County),99171.0
4223,TX,Gonzales (County),99177.0
4223,TX,Fort Bend (County),99157.0
4223,TX,Jones (County),99253.0
4223,TX,Brazoria (County),99039.0
4223,TX,Caldwell (County),99055.0
4223,TX,Fayette (County),99149.0
4223,TX,Eastland (County),99133.0
4223,TX,Edwards (County),99137.0
4223,TX,Delta (County),99119.0
4223,TX,Houston (County),99225.0
4223,TX,Henderson (County),99213.0
4223,TX,DeWitt (County),99123.0
4223,TX,Comanche (County),99093.0
4223,TX,Hardin (County),99199.0
4223,TX,Collingsworth (County),99087.0
4223,TX,Grimes (County),99185.0
4223,TX,Hall (County),99191.0
4223,TX,Cooke (County),99097.0
4223,TX,Harris (County),99201.0
4223,TX,Callahan (County),99059.0
4223,TX,Garza (County),99169.0
4223,TX,Lamar (County),99277.0
4223,TX,Dickens (County),99125.0
4223,TX,Erath (County),99143.0
4223,TX,Jasper (County),99241.0
4223,TX,Johnson (County),99251.0
4223,TX,Gaines (County),99165.0
4223,TX,Frio (County),99163.0
4223,TX,Kendall (County),99259.0
4223,TX,Kaufman (County),99257.0
